經度,緯度,屋齡,面積,建物類型,用途,樓別/樓高,佈局,電梯,管理員,車位數量,價格,行政區,交易年份
120.72236569241292,24.241815741342727,25,38.59,華廈(10層含以下有電梯),住家用,四層/九層,3房2廳2衛,有,有,1,"9,500,000",豐原區,112
120.74522501625177,24.26458227050498,4,40.31,住宅大樓(11層含以上有電梯),住家用,九層/十二層,2房2廳2衛,有,有,1,"11,200,000",豐原區,112
120.70672584088526,24.238590065330815,24,40.70,華廈(10層含以下有電梯),住家用,四層/九層,3房2廳2衛,有,有,1,"8,800,000",豐原區,112
120.7248421366885,24.24416783803241,7,52.63,住宅大樓(11層含以上有電梯),住家用,三層/十四層,3房2廳2衛,有,有,1,"15,200,000",豐原區,112
120.7248421366885,24.24416783803241,7,52.63,住宅大樓(11層含以上有電梯),住家用,六層/十四層,3房2廳2衛,有,有,1,"17,450,000",豐原區,112
120.70138537759176,24.244268078515198,29,43.01,華廈(10層含以下有電梯),住家用,七層/九層,3房2廳1衛,有,有,1,"7,000,000",豐原區,112
120.72637289275967,24.255917608461974,27,34.96,華廈(10層含以下有電梯),住家用,七層/八層,3房2廳2衛,有,有,1,"9,300,000",豐原區,112
120.71918570398034,24.2370244214455,3,28.49,住宅大樓(11層含以上有電梯),住家用,二層/十二層,2房2廳1衛,有,有,1,"9,400,000",豐原區,112
120.73550174360396,24.25141914691043,3,47.01,住宅大樓(11層含以上有電梯),住家用,八層/十二層,3房2廳2衛,有,有,1,"16,380,000",豐原區,112
120.7248421366885,24.24416783803241,7,48.14,住宅大樓(11層含以上有電梯),商業用,"一層,見其他登記事項/十四層",1房2廳1衛,有,有,1,"14,000,000",豐原區,112
120.70812606431602,24.242050950030194,29,37.98,住宅大樓(11層含以上有電梯),住家用,十一層/十二層,3房2廳2衛,有,有,1,"8,850,000",豐原區,112
120.70768122820898,24.242799522609012,6,59.67,住宅大樓(11層含以上有電梯),住家用,十五層/十五層,3房2廳2衛,有,有,2,"16,000,000",豐原區,112
120.74648681199646,24.264015543909142,3,32.00,住宅大樓(11層含以上有電梯),住家用,十二層/十二層,2房2廳1衛,有,有,1,"9,000,000",豐原區,112
120.70170031878807,24.248566602776947,31,46.47,住宅大樓(11層含以上有電梯),住家用,十一層/十六層,3房2廳2衛,有,有,1,"5,000,000",豐原區,112
120.7296521430665,24.246713665560176,31,40.95,華廈(10層含以下有電梯),住家用,一層/五層,3房2廳2衛,有,有,1,"8,760,000",豐原區,112
120.72574085973771,24.25672909961711,14,31.10,華廈(10層含以下有電梯),辦公用,七層/九層,3房2廳2衛,有,有,1,"9,600,000",豐原區,112
120.72311142337166,24.26123894126858,27,63.36,住宅大樓(11層含以上有電梯),住家用,十層/二十層,4房2廳2衛,有,有,1,"12,120,000",豐原區,112
120.71623209453213,24.241262680567107,30,145.63,住宅大樓(11層含以上有電梯),住家用,八層/十五層,5房3廳4衛,有,有,2,"19,600,000",豐原區,112
120.72231628805024,24.260036605639723,1,36.96,住宅大樓(11層含以上有電梯),住家用,四層/十五層,2房2廳1衛,有,有,1,"11,900,000",豐原區,112
120.7275480708496,24.249779852706524,1,35.86,住宅大樓(11層含以上有電梯),住家用,十層/十一層,2房1廳1衛,有,有,1,"11,000,000",豐原區,112
120.72178388345995,24.24219390676759,7,46.10,住宅大樓(11層含以上有電梯),住家用,三層/十一層,3房2廳2衛,有,有,1,"13,800,000",豐原區,112
120.72231628805024,24.260036605639723,1,47.29,住宅大樓(11層含以上有電梯),住家用,四層/十五層,3房2廳2衛,有,有,1,"14,900,000",豐原區,112
120.72393900579179,24.261104997479826,37,10.89,透天厝,住家用,全/一層,5房2廳3衛,無,無,0,"10,300,000",豐原區,112
120.72392985630961,24.256220191343232,39,6.12,公寓(5樓含以下無電梯),住家用,"一層,騎樓,地下層/五層",2房1廳1衛,無,無,0,"1,000,000",豐原區,112
120.7175282490345,24.24738689566572,45,58.99,透天厝,住家用,全/四層,5房3廳5衛,無,無,0,"2,820,000",豐原區,112
120.7352177795472,24.250633109880862,45,12.06,透天厝,住家用,全/二層,3房2廳1衛,無,無,0,"4,658,500",豐原區,112
120.72787106989824,24.250710435690387,35,28.11,公寓(5樓含以下無電梯),住家用,一層/五層,3房2廳2衛,無,有,0,"6,200,000",豐原區,112
120.72748023120381,24.221518234762527,42,28.49,透天厝,住家用,全/二層,2房2廳2衛,無,無,0,"6,000,000",豐原區,112
120.72277943936359,24.273536091435183,21,247.26,透天厝,其他,全/一層,1房1廳3衛,無,無,0,"20,000,000",豐原區,112
120.70091873092726,24.24590144729551,29,76.88,華廈(10層含以下有電梯),住商用,"一層,二層,騎樓/七層",3房2廳2衛,有,有,0,"13,700,000",豐原區,112
120.71069565273704,24.242290622189334,62,22.15,透天厝,住家用,全/一層,2房1廳1衛,無,無,0,"3,900,000",豐原區,112
120.73047869851165,24.242345001981615,30,77.91,透天厝,住商用,全/三層,3房2廳2衛,無,無,0,"5,000,000",豐原區,112
120.7143973342771,24.260328938994274,5,17.10,華廈(10層含以下有電梯),住家用,一層/七層,1房1廳1衛,有,有,0,"4,950,000",豐原區,112
120.73657201620475,24.248170484548712,9,94.58,透天厝,住商用,全/四層,6房4廳6衛,有,無,0,"33,880,000",豐原區,112
120.72109939429578,24.253533346120765,40,158.67,透天厝,住商用,全/五層,7房3廳5衛,無,無,0,"18,830,080",豐原區,112
120.72637999048914,24.26180466225968,50,31.93,透天厝,住家用,全/二層,5房2廳2衛,無,無,0,"8,600,000",豐原區,112
120.73292391362189,24.236146228905078,28,35.51,透天厝,住家用,全/三層,4房2廳3衛,無,無,0,"9,880,000",豐原區,112
120.7181476391261,24.265717326069197,34,18.82,透天厝,住商用,全/二層,5房2廳3衛,無,無,0,"4,350,000",豐原區,112
120.71260442027645,24.260533225984293,1,97.25,透天厝,住家用,全/五層,10房2廳12衛,有,無,0,"20,000,000",豐原區,112
120.72977995677346,24.251472294187977,43,27.69,透天厝,住家用,全/二層,2房3廳2衛,無,無,0,"11,700,000",豐原區,112
120.71993766976645,24.266858316835464,4,74.00,透天厝,住商用,全/四層,7房8衛,無,有,0,"24,000,000",豐原區,112
120.71787918760099,24.25347323520285,24,11.51,華廈(10層含以下有電梯),住家用,五層/五層,1房1廳1衛,有,有,0,"2,900,000",豐原區,112
120.70061145128213,24.246758630438688,29,39.42,華廈(10層含以下有電梯),住家用,三層/七層,3房2廳2衛,有,有,0,"6,750,000",豐原區,112
120.70736908612652,24.24580564212429,44,43.74,透天厝,住家用,全/二層,6房2廳3衛,無,無,0,"8,000,000",豐原區,112
120.72614816130125,24.255086516934245,35,30.79,公寓(5樓含以下無電梯),住家用,五層/五層,4房2廳2衛,無,有,0,"6,800,000",豐原區,112
120.7165757108413,24.246175209888438,66,20.64,透天厝,住家用,全/二層,3房2廳3衛,無,無,0,"8,250,000",豐原區,112
120.73073153427073,24.229821892694527,4,52.04,透天厝,住家用,全/四層,5房2廳4衛,無,有,0,"17,000,000",豐原區,112
120.72200997719563,24.24237491246987,19,69.84,透天厝,住家用,全/五層,5房3廳4衛,無,無,0,"21,800,000",豐原區,112
120.70188755106581,24.24428712085063,29,35.05,華廈(10層含以下有電梯),住家用,五層/九層,3房2廳2衛,有,有,0,"7,800,000",豐原區,112
120.7172999796468,24.261553290221137,45,35.26,透天厝,住商用,全/二層,3房2廳2衛,無,無,0,"2,641,940",豐原區,112
120.74134155711364,24.25143821624258,51,20.44,透天厝,住家用,全/一層,2房1廳1衛,無,無,0,"16,500,000",豐原區,112
120.7269947430703,24.24603173974729,34,31.36,公寓(5樓含以下無電梯),住家用,四層/五層,3房2廳2衛,無,有,0,"5,150,000",豐原區,112
120.71537827632521,24.25324283997037,31,12.48,華廈(10層含以下有電梯),住家用,二層/五層,1房1廳1衛,有,有,0,"2,700,000",豐原區,112
120.720042251991,24.268574056380285,34,35.68,透天厝,住家用,全/二層,4房3廳3衛,無,無,0,"10,500,000",豐原區,112
120.7149758538696,24.252637136812808,6,37.70,華廈(10層含以下有電梯),住家用,二層/五層,3房2廳2衛,有,有,0,"11,000,000",豐原區,112
120.70170031878807,24.248566602776947,31,29.62,住宅大樓(11層含以上有電梯),住家用,九層/十六層,2房1廳2衛,有,有,0,"6,500,000",豐原區,112
120.72305028843839,24.23944230324964,53,26.60,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"12,500,000",豐原區,112
120.70672584088526,24.238590065330815,24,18.35,華廈(10層含以下有電梯),住家用,四層/九層,2房2廳1衛,有,有,0,"5,200,000",豐原區,112
120.74567930822741,24.26396002234246,6,56.68,透天厝,住家用,全/四層,4房2廳4衛,無,無,0,"15,000,000",豐原區,112
120.71264593521006,24.272731734559457,29,55.92,透天厝,住家用,全/四層,4房3廳3衛,無,無,0,"9,000,000",豐原區,112
120.72153624874801,24.242861620892736,8,77.50,透天厝,住家用,全/四層,5房3廳6衛,無,無,0,"22,880,000",豐原區,112
120.72441782431281,24.24457338485385,22,19.44,住宅大樓(11層含以上有電梯),住家用,三層/十四層,2房1廳1衛,有,有,0,"5,150,000",豐原區,112
120.73106597407308,24.253406829054267,33,82.44,透天厝,住工用,全/四層,6房3廳4衛,無,無,0,"18,000,000",豐原區,112
120.71562905077343,24.242327007323276,32,29.38,華廈(10層含以下有電梯),住家用,五層/七層,3房2廳2衛,有,有,0,"6,850,000",豐原區,112
120.72213099177493,24.254663888778925,20,12.17,住宅大樓(11層含以上有電梯),住家用,十四層/十四層,1房1衛,有,有,0,"3,950,000",豐原區,112
120.71072154650507,24.248258967049896,52,77.80,透天厝,住商用,全/三層,6房3廳3衛,無,無,0,"18,800,000",豐原區,112
120.71027220186159,24.242298845489618,30,13.03,公寓(5樓含以下無電梯),住家用,五層/五層,1房1廳1衛,無,無,0,"2,500,000",豐原區,112
120.70138537759176,24.244268078515198,29,39.34,華廈(10層含以下有電梯),商業用,"一層,二層,騎樓/九層",1房2廳1衛,有,有,0,"9,800,000",豐原區,112
120.7188492855171,24.237764198384607,41,48.67,透天厝,住商用,全/二層,4房2廳2衛,無,無,0,"18,250,000",豐原區,112
120.70061145128213,24.246758630438688,28,41.51,華廈(10層含以下有電梯),住家用,六層/七層,3房2廳2衛,有,有,0,"6,800,000",豐原區,112
120.72787106989824,24.250710435690387,35,30.32,公寓(5樓含以下無電梯),住家用,四層/五層,3房2廳2衛,無,無,0,"3,800,000",豐原區,112
120.71423434704592,24.253935948916837,45,34.80,透天厝,住家用,全/二層,2房2廳2衛,無,無,0,"5,000,000",豐原區,112
120.72172275167783,24.25218913955787,30,7.85,華廈(10層含以下有電梯),住家用,五層/十層,1房1衛,有,有,0,"2,450,000",豐原區,112
120.70769236143443,24.246546660966615,44,69.67,透天厝,住商用,全/四層,,無,無,0,"19,600,000",豐原區,112
120.70508362991829,24.237620772918703,13,76.02,透天厝,住家用,全/四層,4房2廳4衛,有,無,0,"28,350,000",豐原區,112
120.70555520577336,24.25520154284114,36,31.76,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"13,200,000",豐原區,112
120.74631671016219,24.265360610126965,33,35.10,透天厝,商業用,全/二層,6房2廳3衛,無,無,0,"16,180,000",豐原區,112
120.72441782431281,24.24457338485385,22,16.94,住宅大樓(11層含以上有電梯),住家用,十三層/十四層,2房1廳1衛,有,有,0,"5,350,000",豐原區,112
120.72368456577627,24.25579537359637,44,23.30,公寓(5樓含以下無電梯),住家用,三層/五層,3房2廳1衛,無,無,0,"4,080,000",豐原區,112
120.71884445956326,24.262359753279167,44,129.83,透天厝,住商用,全/三層,7房4廳7衛,無,無,0,"20,000,000",豐原區,112
120.71571727459917,24.24250774972448,31,82.53,華廈(10層含以下有電梯),住商用,"一層,騎樓,地下層/七層",,有,有,0,"18,200,000",豐原區,112
120.74101180076589,24.263518743801967,5,47.54,透天厝,住家用,全/四層,3房2廳3衛,無,有,0,"14,400,000",豐原區,112
120.7139455603114,24.255362028457068,46,36.01,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"11,500,000",豐原區,112
120.70290627926524,24.250853356260382,50,13.02,透天厝,住家用,全/一層,3房2廳2衛,無,無,0,"3,800,000",豐原區,112
120.70705422281208,24.25429249081465,35,27.07,公寓(5樓含以下無電梯),住商用,五層/五層,3房2廳2衛,無,有,0,"4,490,000",豐原區,112
120.70170031878807,24.248566602776947,31,29.74,住宅大樓(11層含以上有電梯),住家用,十一層/十六層,3房2廳2衛,有,有,0,"6,300,000",豐原區,112
120.73355911134136,24.247930487422188,31,25.02,華廈(10層含以下有電梯),住家用,二層/五層,3房2廳2衛,有,無,0,"6,130,000",豐原區,112
120.71157878320976,24.248043901373773,57,30.98,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"7,880,000",豐原區,112
120.7171001254798,24.24504753114117,30,10.62,華廈(10層含以下有電梯),住家用,二層/五層,,有,有,0,"3,000,000",豐原區,112
120.72538641263763,24.261270152503364,32,24.93,華廈(10層含以下有電梯),住家用,一層/五層,3房1廳2衛,有,有,0,"6,650,000",豐原區,112
120.7283766675209,24.24913122468402,30,26.32,華廈(10層含以下有電梯),住家用,三層/五層,3房1廳1衛,有,有,0,"5,680,000",豐原區,112
120.70488373612439,24.238902530117215,18,80.86,公寓(5樓含以下無電梯),住家用,"一層,二層,三層,四層,地下一層/五層",5房3廳4衛,無,有,0,"22,900,000",豐原區,112
120.72441782431281,24.24457338485385,22,18.21,住宅大樓(11層含以上有電梯),住家用,八層/十四層,2房1廳1衛,有,有,0,"5,100,000",豐原區,112
120.7096139445236,24.245972477270797,53,26.86,透天厝,住家用,全/二層,2房2廳2衛,無,無,0,"8,180,000",豐原區,112
120.7232822899026,24.25054866791652,43,28.92,公寓(5樓含以下無電梯),住家用,五層/五層,3房2廳2衛,無,無,0,"4,650,000",豐原區,112
120.71722927970524,24.244533110169613,1,11.32,公寓(5樓含以下無電梯),住家用,三層/五層,1房1廳1衛,無,無,0,"4,150,000",豐原區,112
120.72213099177493,24.254663888778925,20,45.58,住宅大樓(11層含以上有電梯),住家用,三層/十四層,3房2廳2衛,有,有,0,"9,300,000",豐原區,112
120.7202549823377,24.270380283692226,33,37.46,透天厝,住家用,全/三層,3房2廳3衛,無,無,0,"13,000,000",豐原區,112
120.72178388345995,24.24219390676759,7,38.93,住宅大樓(11層含以上有電梯),住家用,十層/十一層,2房2廳1衛,有,有,1,"12,000,000",豐原區,112
120.7169764831344,24.243069917069107,,44.49,華廈(10層含以下有電梯),住家用,六層/七層,3房2廳2衛,有,有,1,"12,200,000",豐原區,112
120.7169764831344,24.243069917069107,,44.49,華廈(10層含以下有電梯),住家用,七層/七層,3房2廳2衛,有,有,1,"12,000,000",豐原區,112
120.74648681199646,24.264015543909142,3,39.49,住宅大樓(11層含以上有電梯),住家用,四層/十二層,3房2廳2衛,有,有,1,"10,950,000",豐原區,112
120.7275480708496,24.249779852706524,1,46.28,住宅大樓(11層含以上有電梯),住家用,八層/十一層,3房2廳2衛,有,有,1,"13,700,000",豐原區,112
120.72458931466846,24.25182415670691,30,57.69,住宅大樓(11層含以上有電梯),住家用,四層/十一層,3房2廳2衛,有,無,1,"9,500,000",豐原區,112
120.70801683852353,24.242448025889026,30,41.65,華廈(10層含以下有電梯),住家用,三層/八層,3房2廳2衛,有,有,1,"8,350,000",豐原區,112
120.71827844485506,24.237636738550794,3,40.51,住宅大樓(11層含以上有電梯),住家用,一層/十一層,2房2廳2衛,有,有,1,"13,500,000",豐原區,112
120.7259685423324,24.237795240193716,7,45.51,住宅大樓(11層含以上有電梯),住家用,八層/十二層,3房2廳2衛,有,有,1,"13,080,000",豐原區,112
120.72315102537232,24.247496547652702,18,58.47,住宅大樓(11層含以上有電梯),住家用,十層/十四層,3房2廳2衛,有,有,1,"15,500,000",豐原區,112
120.7350771677521,24.247201768333127,3,31.02,華廈(10層含以下有電梯),住家用,四層/九層,2房2廳1衛,有,有,1,"9,800,000",豐原區,112
120.72841863156216,24.257194391984587,4,43.82,住宅大樓(11層含以上有電梯),住家用,五層/十五層,3房2廳2衛,有,有,1,"13,900,000",豐原區,112
120.71514173391444,24.25774797144366,,60.48,住宅大樓(11層含以上有電梯),住家用,十一層/十五層,4房2廳2衛,有,有,2,"12,450,000",豐原區,112
120.71514173391444,24.25774797144366,,60.48,住宅大樓(11層含以上有電梯),住家用,十一層/十五層,4房2廳2衛,有,有,2,"12,450,000",豐原區,112
120.7290631418717,24.250486841046275,19,47.35,住宅大樓(11層含以上有電梯),住家用,九層/十三層,3房2廳2衛,有,有,1,"11,800,000",豐原區,112
120.7275480708496,24.249779852706524,1,35.86,住宅大樓(11層含以上有電梯),住家用,十一層/十一層,2房2廳1衛,有,有,1,"10,560,000",豐原區,112
120.72236569241292,24.241815741342727,25,38.59,華廈(10層含以下有電梯),住家用,四層/九層,3房2廳2衛,有,有,1,"9,400,000",豐原區,112
120.7228969194419,24.255694608255276,6,43.51,住宅大樓(11層含以上有電梯),住家用,八層/十二層,3房2廳2衛,有,有,1,"12,600,000",豐原區,112
120.72178388345995,24.24219390676759,7,46.10,住宅大樓(11層含以上有電梯),住家用,五層/十一層,3房2廳2衛,有,有,1,"13,800,000",豐原區,112
120.73205234729086,24.24325972818408,29,46.25,透天厝,住家用,全/三層,4房2廳3衛,無,無,1,"13,200,000",豐原區,112
120.73443083462827,24.24071766165111,9,60.35,透天厝,住家用,全/四層,3房1廳3衛,有,無,0,"17,000,000",豐原區,112
120.72698926949526,24.243982098676433,53,25.89,透天厝,住家用,全/二層,3房2廳3衛,無,無,0,"8,080,000",豐原區,112
120.71869253005218,24.250838218918858,59,15.98,透天厝,住商用,全/二層,,無,無,0,"8,000,000",豐原區,112
120.72535264891057,24.276980885418027,18,116.16,透天厝,辦公用,全/一層,,無,無,0,"74,000,000",豐原區,112
120.71594938408901,24.257713366263086,60,"1,311.02",透天厝,工業用,全/四層,,無,無,0,"909,981,295",豐原區,112
120.73751795883676,24.243097704602988,25,84.72,透天厝,住家用,全/三層,5房3廳4衛,無,無,0,"25,500,000",豐原區,112
120.73034058977302,24.242462132843343,29,82.91,透天厝,住商用,全/二層,,無,無,0,"62,500,000",豐原區,112
120.72836270503178,24.24643147372672,40,18.56,透天厝,住家用,全/二層,3房2廳2衛,無,無,0,"8,300,000",豐原區,112
120.7245097065623,24.238487860505398,35,47.60,透天厝,住商用,全/二層,9房9衛,無,無,0,"17,600,000",豐原區,112
120.70812606431602,24.242050950030194,29,20.72,住宅大樓(11層含以上有電梯),商業用,一層/十二層,1房1廳1衛,有,有,0,"3,450,000",豐原區,112
120.71529496554211,24.25969857056584,30,30.47,華廈(10層含以下有電梯),住家用,二層/八層,3房2廳2衛,有,有,0,"6,080,000",豐原區,112
120.72795327141492,24.249103381590615,19,31.03,住宅大樓(11層含以上有電梯),住家用,十五層/二十二層,2房2廳1衛,有,無,0,"6,300,000",豐原區,112
120.72548513460131,24.238218741524797,37,34.52,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"12,500,000",豐原區,112
120.71812044176171,24.264651838029188,39,51.56,透天厝,住家用,全/二層,6房3廳3衛,無,無,0,"21,000,000",豐原區,112
120.70885016933113,24.239740855658148,44,38.59,透天厝,住商用,全/二層,3房2廳2衛,無,無,0,"10,000,000",豐原區,112
120.73391164108695,24.253619497328184,47,18.45,透天厝,工業用,全/一層,3房2廳2衛,無,無,0,"12,000,000",豐原區,112
120.73427046963359,24.246812104598757,2,83.36,透天厝,住家用,全/四層,3房3廳4衛,無,無,0,"34,500,000",豐原區,112
120.72173211659977,24.265985779707247,38,32.15,透天厝,住家用,全/二層,3房1廳2衛,無,無,0,"8,500,000",豐原區,112
120.70907982611661,24.24267578353056,54,14.69,透天厝,住家用,全/一層,4房2廳2衛,無,無,0,"7,200,000",豐原區,112
120.71946827315385,24.23838836306442,35,57.74,透天厝,住商用,全/三層,4房3廳3衛,無,無,0,"11,880,000",豐原區,112
120.72847574244746,24.244210480337312,52,53.63,透天厝,住商用,全/二層,4房2廳2衛,無,無,0,"15,250,000",豐原區,112
120.72789933230874,24.24668345460543,56,28.66,透天厝,住家用,全/二層,2房1廳2衛,無,無,0,"5,300,000",豐原區,112
120.70138537759176,24.244268078515198,29,32.61,華廈(10層含以下有電梯),住家用,四層/九層,3房2廳2衛,有,有,0,"6,000,000",豐原區,112
120.71109841018473,24.24272477336047,62,9.46,透天厝,住家用,全/二層,3房2廳1衛,無,無,0,"2,350,000",豐原區,112
120.7248126121248,24.25331438611105,22,55.24,透天厝,其他,全/四層,4房2廳3衛,無,有,0,"17,300,000",豐原區,112
120.72372988815252,24.23937130731908,52,33.88,透天厝,住家用,全/二層,5房2廳1衛,無,無,0,"2,475,727",豐原區,112
120.7097284180895,24.23892087573946,33,78.94,透天厝,住家用,全/四層,5房3廳4衛,無,有,0,"12,400,000",豐原區,112
120.73365388959552,24.235515456049836,10,75.12,透天厝,住商用,全/四層,4房3廳5衛,有,有,0,"23,500,000",豐原區,112
120.7109113123739,24.24272441806019,61,12.03,透天厝,住家用,全/二層,5房2廳1衛,無,無,0,"3,916,600",豐原區,112
120.7116988860196,24.25155648115809,1,64.55,透天厝,住商用,全/四層,5房2廳4衛,無,無,0,"24,680,000",豐原區,112
120.72926900483152,24.246279582955232,38,25.87,公寓(5樓含以下無電梯),住家用,四層/五層,3房2廳1衛,無,無,0,"4,800,000",豐原區,112
120.74991195529395,24.25511841113726,43,49.53,透天厝,住商用,全/二層,5房2廳2衛,無,無,0,"11,800,000",豐原區,112
120.70993663905438,24.2426322746716,52,30.48,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"8,200,000",豐原區,112
120.73355911134136,24.247930487422188,31,27.35,華廈(10層含以下有電梯),住家用,二層/五層,3房2廳2衛,有,無,0,"6,600,000",豐原區,112
120.71531882610888,24.253405263447323,31,12.78,華廈(10層含以下有電梯),住家用,四層/五層,1房1衛,有,有,0,"2,100,000",豐原區,112
120.7269947430703,24.24603173974729,34,31.36,公寓(5樓含以下無電梯),住家用,二層/五層,3房2廳2衛,無,有,0,"6,360,000",豐原區,112
120.71181476211832,24.25257700845143,57,26.81,透天厝,住家用,全/二層,3房4廳2衛,無,無,0,"15,780,000",豐原區,112
120.70288781725216,24.24184216344118,4,318.41,透天厝,工業用,全/四層,11衛,無,無,0,"95,000,000",豐原區,112
120.74666573894905,24.26318515402865,34,37.53,透天厝,住家用,全/二層,4房3廳3衛,無,無,0,"2,700,000",豐原區,112
120.72047801627274,24.23142868533217,16,58.19,透天厝,住家用,全/四層,4房2廳3衛,無,有,0,"18,350,000",豐原區,112
120.7482781245079,24.264623485114967,15,56.75,透天厝,住家用,全/三層,6房2廳3衛,無,無,0,"20,250,000",豐原區,112
120.71879842424086,24.238504502402435,11,78.66,透天厝,住家用,全/四層,4房2廳4衛,無,無,0,"19,000,000",豐原區,112
120.71889494970613,24.25283405009157,31,42.37,華廈(10層含以下有電梯),住家用,七層/十層,2房2廳2衛,有,無,0,"8,000,000",豐原區,112
120.72614816130125,24.255086516934245,35,30.64,公寓(5樓含以下無電梯),住商用,"一層,二層/五層",4房2廳2衛,無,無,0,"5,700,000",豐原區,112
120.72441782431281,24.24457338485385,22,20.46,住宅大樓(11層含以上有電梯),住家用,三層/十四層,2房1廳1衛,有,有,0,"5,500,000",豐原區,112
120.72585868524186,24.261487697686633,,39.48,透天厝,住家用,全/二層,5房3廳3衛,無,無,0,"10,380,000",豐原區,112
120.73777778356656,24.255657785033545,30,59.04,透天厝,住工用,全/二層,5房2廳4衛,無,無,0,"17,000,000",豐原區,112
120.72875340256914,24.24329902830021,50,25.18,透天厝,住家用,全/二層,4房2廳2衛,無,無,0,"10,000,000",豐原區,112
120.72551090590991,24.244566331584984,56,15.31,透天厝,住家用,全/一層,4房2廳2衛,無,無,0,"6,500,000",豐原區,112
120.71709189534499,24.24431614681412,40,19.11,公寓(5樓含以下無電梯),商業用,"一層,騎樓,夾層/五層",3房2廳2衛,無,無,0,"6,800,000",豐原區,112
120.7176732131658,24.24863319480012,14,20.54,住宅大樓(11層含以上有電梯),住家用,十二層/十二層,2房2廳2衛,有,有,0,"7,300,000",豐原區,112
120.7445871431465,24.253565563826392,8,53.20,透天厝,住家用,全/三層,4房3廳3衛,無,無,0,"18,500,000",豐原區,112
120.72252135971024,24.251766225845174,26,11.66,住宅大樓(11層含以上有電梯),住家用,二層/十三層,1房1廳1衛,有,有,0,"2,400,000",豐原區,112
120.70848705747959,24.243523393239137,53,16.34,透天厝,住家用,全/一層,3房2廳1衛,無,無,0,"6,280,000",豐原區,112
120.71722927970524,24.244533110169613,1,11.33,華廈(10層含以下有電梯),住家用,三層/五層,1房1衛,有,有,0,"3,100,000",豐原區,112
120.72071559040474,24.230851243166477,16,85.05,透天厝,住家用,全/四層,4房2廳4衛,有,無,0,"24,500,000",豐原區,112
120.70709019889769,24.251484475943887,38,34.75,透天厝,住家用,全/二層,3房1廳2衛,無,無,0,"11,500,000",豐原區,112
120.73910648092642,24.26088799078233,49,21.30,透天厝,住家用,全/二層,3房2廳1衛,無,無,0,"5,000,000",豐原區,112
120.70170031878807,24.248566602776947,31,29.58,住宅大樓(11層含以上有電梯),住家用,十二層/十六層,3房2廳2衛,有,有,0,"6,200,000",豐原區,112
120.71076337902791,24.24282346950771,25,40.55,透天厝,商業用,全/四層,6房2廳5衛,無,無,0,"10,400,000",豐原區,112
120.72923566282843,24.252726386271483,30,44.38,住宅大樓(11層含以上有電梯),住家用,十層/十二層,2房2廳1衛,有,有,0,"9,100,000",豐原區,112
120.71722927970524,24.244533110169613,1,11.32,華廈(10層含以下有電梯),住家用,二層/五層,1房1衛,有,有,0,"4,180,000",豐原區,112
120.75670120047825,24.237594644688343,29,32.81,透天厝,農業用,全/二層,4房3廳2衛,無,無,0,"4,350,000",豐原區,112
120.71514173391444,24.25774797144366,,43.25,住宅大樓(11層含以上有電梯),住家用,十二層/十五層,2房2廳2衛,有,有,1,"11,100,000",豐原區,112
120.7248421366885,24.24416783803241,6,50.80,住宅大樓(11層含以上有電梯),住家用,二層/十四層,3房2廳2衛,有,有,1,"15,000,000",豐原區,112
120.72178388345995,24.24219390676759,7,44.65,住宅大樓(11層含以上有電梯),住家用,八層/十一層,3房2廳2衛,有,有,1,"13,300,000",豐原區,112
120.74648681199646,24.264015543909142,3,38.81,住宅大樓(11層含以上有電梯),住家用,七層/十二層,3房2廳2衛,有,有,1,"12,300,000",豐原區,112
120.72231628805024,24.260036605639723,1,41.20,住宅大樓(11層含以上有電梯),住家用,六層/十五層,2房2廳1衛,有,有,1,"11,650,000",豐原區,112
120.72844576826347,24.25369111380674,29,35.07,華廈(10層含以下有電梯),住家用,九層/十層,2房2廳1衛,有,有,1,"8,700,000",豐原區,112
120.70061145128213,24.246758630438688,28,44.76,華廈(10層含以下有電梯),住家用,六層/七層,3房2廳2衛,有,有,1,"9,280,000",豐原區,112
120.70927199049896,24.244779968091045,31,40.24,華廈(10層含以下有電梯),住家用,二層/七層,2房2廳1衛,有,有,1,"5,800,000",豐原區,112
120.72652595582153,24.239602094067063,25,37.87,華廈(10層含以下有電梯),住家用,八層/八層,3房1廳2衛,有,無,1,"8,700,000",豐原區,112
120.72654971633455,24.25152069593115,2,48.41,住宅大樓(11層含以上有電梯),住家用,三層/十三層,3房2廳2衛,有,有,1,"15,000,000",豐原區,112
120.72178388345995,24.24219390676759,7,38.93,住宅大樓(11層含以上有電梯),住家用,十層/十一層,2房2廳1衛,有,有,1,"11,800,000",豐原區,112
120.70720991176249,24.255114447887195,29,42.55,華廈(10層含以下有電梯),住家用,三層/十層,3房2廳2衛,有,有,1,"9,100,000",豐原區,112
120.7012188362808,24.248114199622012,7,79.29,住宅大樓(11層含以上有電梯),住家用,"十二層,見其他登記事項/十二層",4房2廳2衛,有,有,2,"15,000,000",豐原區,112
